Project Number,Due Date,Start Date,Client Due Date,Address 1,Address 2,City,State,ZIP,Info,Status,Field Status,Client Status,Tasks,Assigned To,Coordinator,Client Code,Reference,Description,Src. Project Provider,Src. Project ID,Src. Project Number,Options
TX010518-34,1/10/2018 0:00,,1/10/2018 0:00,177 FM 2047,,Baird,TX,79504,LB: 9244,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Rubenanahimartinez,,,(Ongoing Ext) Periodic Lawn,$40.00 ,,,,
TX010518-35,1/10/2018 0:00,,1/10/2018 0:00,3848 Royal Lane,,Dallas,TX,75229,LB: 4471,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Filemonv,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-36,1/10/2018 0:00,,1/10/2018 0:00,4307 Montie St,,Dallas,TX,75210,Vacant Lot,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Filemonv,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-37,1/10/2018 0:00,,1/10/2018 0:00,1201 Aldenwood,,Dallas,TX,75232,LB: 9659,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Filemonv,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-38,1/10/2018 0:00,,1/10/2018 0:00,210 Willowbrook Dr,,Duncanville,TX,75116,LB: 6173,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Filemonv,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-39,1/10/2018 0:00,,1/10/2018 0:00,515 Jennifer Trail,,Grand Prairie,TX,75052,LB: 3300,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Filemonv,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-41,1/10/2018 0:00,,1/10/2018 0:00,4963 CR 3403,,Lone Oak,TX,75453,LB: 1771,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Filemonv,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-42,1/10/2018 0:00,,1/10/2018 0:00,1961 Saint Andrews Dr,,Ovilla,TX,75154,LB: 4419 Gate Code: 9048,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Filemonv,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-43,1/10/2018 0:00,,1/10/2018 0:00,214 Glenn Ave,,Rockwall,TX,75087,LB: 4377,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Filemonv,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-44,1/10/2018 0:00,,1/10/2018 0:00,9660 E. Hwy 80,,Terrell,TX,75160,LB: 1256,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Filemonv,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-45,1/10/2018 0:00,,1/10/2018 0:00,201 East Pecan St,,Edgewood,TX,75117,LB: 6183,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Filemonv,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-46,1/10/2018 0:00,,1/10/2018 0:00,4388 Clyde Morgan Road,,Wichita Falls,TX,76310,LB: 8614,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
TX010518-47,1/10/2018 0:00,,1/10/2018 0:00,8880 Private Road 5368,,Blue Ridge,TX,75424,LB: 5955,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",DianeJackson,,,(Ongoing Ext) Periodic Lawn,$40.00 ,,,,
TX010518-48,1/10/2018 0:00,,1/10/2018 0:00,148 Whisphering Winds Drive,,Gunter,TX,75058,LB: 1931,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",DianeJackson,,,(Ongoing Ext) Periodic Lawn,$40.00 ,,,,
TX010518-50,1/10/2018 0:00,,1/10/2018 0:00,1551 Snapdragon Road,,Diana,TX,75640,LB: 1821,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Garycarter,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-51,1/10/2018 0:00,,1/10/2018 0:00,9547 State Hwy 154 E,,Diana,TX,75640,LB: 0553,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Garycarter,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-52,1/10/2018 0:00,,1/10/2018 0:00,120 County Road 2118,,Longview,TX,75603,LB: 4457,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Garycarter,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-53,1/10/2018 0:00,,1/10/2018 0:00,2725 NW 201,,Andrews,TX,79714,LB: 1081,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",JuanDelgado,,,(Ongoing Ext) Periodic Lawn,$50.00 ,,,,
TX010518-54,1/10/2018 0:00,,1/10/2018 0:00,1406 NW 9th St,,Andrews,TX,79714,LB: 0931,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",JuanDelgado,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-55,1/10/2018 0:00,,1/10/2018 0:00,1292 N FM 2869,,Winnsboro,TX,75494,LB: 3746,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Jenniferh,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-56,1/10/2018 0:00,,1/10/2018 0:00,323 PR 5991,,Yantis,TX,75497,LB: 2327,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Jenniferh,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-57,1/10/2018 0:00,,1/10/2018 0:00,6 Inwood Rd,,Texarkana,TX,75501,LB: 7153,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",kristywilliams,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-58,1/10/2018 0:00,,1/10/2018 0:00,201 S Lane St,,Decatur,TX,76234,LB: 2852,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",MarkMoeller,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-59,1/10/2018 0:00,,1/10/2018 0:00,2506 Se 14th St,,Mineral Wells,TX,76067,LB: 1598,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",MarkMoeller,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-60,1/10/2018 0:00,,1/10/2018 0:00,7381 FM 2692,,Gordon,TX,76453,LB: 1826,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":"""",""instructions"":"""",""options"":null}]",MarkMoeller,,,(Ongoing Ext) Periodic Lawn,$40.00 ,,,,
TX010518-61,1/10/2018 0:00,,1/10/2018 0:00,3507 152nd St,,Lubbock,TX,79423,LB: 9304,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",rickieortiz,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-62,1/10/2018 0:00,,1/10/2018 0:00,2009 E Bradley St,,Lubbock,TX,79403,LB: 6220,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",rickieortiz,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-98,1/10/2018 0:00,,1/10/2018 0:00,1805 Mittle Ave,,Big Spring,TX,79720,LB: 4072,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Rubenanahimartinez,,,(Ongoing Ext) Periodic Lawn,$60.00 ,,,,
TX122917-120__1,1/10/2018 0:00,,1/10/2018 0:00,4615 Tulip Dr,,Granbury,TX,76049,1703246754,Invoiced,Viewed,Fannie Mae,"[{""serviceName"":""Debris Removal 15_cy"",""survey"":"""",""instructions"":"""",""options"":null}]",LatriciaCheek,,,Debris Removal 15/cy,$90.00 ,,,,
102-095458__3,1/10/2018 23:00,,1/10/2018 23:00,503 E Fowler St,,Savoy,TX,75479,LB: 0207,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Int_ Periodic Clean"",""survey"":null,""instructions"":""Please clean the toilet that has molded and also re-clean the fireplace (qc noted it was dirty) please pay special attention to the bathrooms, floors and sinks, qc also noted the walls need to be wiped down"",""options"":null}]",Marcuspotter,,,(Ongoing Int) Periodic Clean,$30.00 ,,,,
1206-133553__1,1/10/2018 23:00,,1/10/2018 23:00,624 Little Horse Trl,,Fort Worth,TX,76108,LB: 4908,Invoiced,Viewed,Fannie Mae,"[{""serviceName"":""Roof Tarp"",""survey"":"""",""instructions"":""Large Roof Tarp (Brown or Black Tarp) has been approved, please proceed."",""options"":null}]",Lorenlowe,,,Roof Tarp,$250.00 ,,,,
151216,1/10/2018 23:00,1/8/2018 0:00,1/10/2018 23:00,121 Whispering Oaks Street,,Tom Bean,TX,75489,Lockbox Code is 1577,Invoiced,Complete,Aaron Clements,"[{""serviceName"":""Periodic Clean"",""survey"":null,""instructions"":""Perform Monthly clean on this property"",""options"":null}]",Marcuspotter,,,Periodic Clean,30,,,,
152944,1/10/2018 23:00,1/8/2018 0:00,1/10/2018 23:00,80 Louisiana,,Pottsboro,TX,75076,Lockbox code is 1573,Invoiced,Complete,Aaron Clements,"[{""serviceName"":""Periodic Clean"",""survey"":"""",""instructions"":"""",""options"":null}]",Marcuspotter,,,Periodic Clean,30,,,,
OK143454__1,1/10/2018 23:00,,1/10/2018 23:00,11401 Southeast 97th Street,,Oklahoma City,OK,73165,,Invoiced,Viewed,Fannie Mae,"[{""serviceName"":""padlock and hasp"",""survey"":null,""instructions"":"""",""options"":null}]",robertnelson,,,padlock and hasp,15,,,,
110-161840,1/11/2018 0:00,,1/11/2018 0:00,"1201 Aldenwood,",,Dallas,TX,75232,,Invoiced,,Fannie Mae,"[{""serviceName"":""Invoice And Complete Field Services Order"",""survey"":null,""instructions"":"""",""options"":null}]",gssbackup1,,,Invoice And Complete Field Services Order,$240.00 ,,,,
OK010518-28,1/11/2018 0:00,,1/11/2018 0:00,5720 IRVINE DR,,EDMOND,OK,73025,confirmation,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",gustavocamacho,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
OK010518-4,1/11/2018 0:00,,1/11/2018 0:00,2602 SW H AVE,,LAWTON,OK,73505,LB: 8845,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
OK010518-45,1/11/2018 0:00,,1/11/2018 0:00,1602 S AETNA STREET,,STILLWATER,OK,74074,LB: 6353,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",marcelinodiaz,,,(Ongoing Ext) Periodic Lawn,$40.00 ,,,,
OK010518-5,1/11/2018 0:00,,1/11/2018 0:00,1008 W IDYLWILD DR,,OKLAHOMA CITY,OK,73110,confirmation,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
OK010518-50,1/11/2018 0:00,,1/11/2018 0:00,36 N VICTOR AVE,,TULSA,OK,74110,confirmation,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",marcog,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
OK010518-73,1/11/2018 0:00,,1/11/2018 0:00,1724 White Tail Dr,,Altus,OK,73521,LB: 5823,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",royherndon,,,(Ongoing Ext) Periodic Lawn,$90.00 ,,,,
TX010518-123,1/11/2018 0:00,,1/11/2018 0:00,2105 Handly Street,,Texarkana,TX,75501,LB: 1149,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Int_ Periodic Clean"",""survey"":null,""instructions"":null,""options"":null}]",TeddyBrabham,,,(Ongoing Int) Periodic Clean,$30.00 ,,,,
TX010518-124,1/11/2018 0:00,,1/11/2018 0:00,2306 S Monticello St,,Big Spring,TX,79720,LB: 3102,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Int_ Periodic Clean"",""survey"":null,""instructions"":null,""options"":null}]",Rubenanahimartinez,,,(Ongoing Int) Periodic Clean,$30.00 ,,,,
TX010518-126__2,1/11/2018 0:00,,1/11/2018 0:00,503 McBride St,,Como,TX,75431,LB: 3462,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Debris Removal"",""survey"":"""",""instructions"":""One of the ceiling fans has fallen and broken, can you please remove the fallen ceiling fan and also there is debris on the ground by the outbuilding around a tree (please refer to your email with the photo attached) this is due by the 11th"",""options"":null}]",victordudley,,,Debris Removal,$30.00 ,,,,
TX010518-63,1/11/2018 0:00,,1/11/2018 0:00,15335 FM 90,,Mabank,TX,75147,LB: 4746,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Filemonv,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-64,1/11/2018 0:00,,1/11/2018 0:00,813 Mallard St,,Euless,TX,76039,LB: 1363,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Filemonv,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX010518-65,1/11/2018 0:00,,1/11/2018 0:00,1415 Cardinal Ln,,Burkburnett,TX,76354,LB: 3131,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
TX010518-70,1/11/2018 0:00,,1/11/2018 0:00,509 S Wall St,,Iowa Park,TX,76367,LB: 6740,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
TX010518-99,1/11/2018 0:00,,1/11/2018 0:00,1506  Henderson St,,Sweetwater,TX,79556,LB: 2953,Invoiced,,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Rubenanahimartinez,,,(Ongoing Ext) Periodic Lawn,$60.00 ,,,,
120817-6,1/11/2018 17:00,,1/11/2018 17:00,16031 Stonebriar Ct,,Lindale,TX,75771,LB: 6834,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Jenniferh,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
143439,1/11/2018 17:00,1/9/2018 0:00,1/11/2018 17:00,13212 Woodbend Lane,,Dallas,TX,75243,Lockbox code is 1897,Invoiced,Viewed,Rob Mauga,"[{""serviceName"":""Initial Trash Out"",""survey"":null,""instructions"":""Remove debris - We are not to remove more than 20 CYD of debris. Remove all debris for $15 per CYD."",""options"":null}]",DianeJackson,,,Initial Trash Out,Remove up to 20 CYD of debris for $15 per CYD,,,,
143439__1,1/11/2018 17:00,1/9/2018 0:00,1/11/2018 17:00,13212 Woodbend Lane,,Dallas,TX,75243,Lockbox code is 1897,Invoiced,Viewed,Rob Mauga,"[{""serviceName"":""Initial Clean"",""survey"":null,""instructions"":""Perform the initial clean at the property"",""options"":null}]",DianeJackson,,,Initial Clean,$175 ,,,,
OK464150619,1/11/2018 17:00,,1/11/2018 17:00,14201 Pleasant Ridge Road,,Jones,OK,73049,,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Initial Exterior Maintenance"",""survey"":null,""instructions"":"""",""options"":null}]",AlphonsoQ,,,Initial Exterior Maintenance,100,,,,
OK464150619__1,1/11/2018 17:00,,1/11/2018 17:00,14201 Pleasant Ridge Road,,Jones,OK,73049,LB: 8649,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Initial Winterization"",""survey"":"""",""instructions"":"""",""options"":null}]",AlphonsoQ,,,Initial Winterization,$50.00 ,,,,
TX163236,1/11/2018 17:00,1/6/2018 0:00,1/11/2018 17:00,205 Furrh St,,Marshall,TX,75672,LB: 8637,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Initial Exterior Maintenance"",""survey"":null,""instructions"":"""",""options"":null}]",Garycarter,,,Initial Exterior Maintenance,100,,,,
TX163236__1,1/11/2018 17:00,1/6/2018 0:00,1/11/2018 17:00,205 Furrh St,,Marshall,TX,75672,LB: 8637,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Initial Interior Maintenance"",""survey"":"""",""instructions"":"""",""options"":null}]",Garycarter,,,Initial Interior Maintenance,180,,,,
TX163236__6,1/11/2018 17:00,1/6/2018 0:00,1/11/2018 17:00,205 Furrh St,,Marshall,TX,75672,LB: 8637,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Roof and Gutter Package"",""survey"":"""",""instructions"":"""",""options"":null}]",Garycarter,,,Roof and Gutter Package,85,,,,
TX163236__7,1/11/2018 17:00,1/6/2018 0:00,1/11/2018 17:00,205 Furrh St,,Marshall,TX,75672,LB: 8637,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Initial Start Up Package"",""survey"":"""",""instructions"":"""",""options"":null}]",Garycarter,,,Special Start Up Package,75,,,,
TX163236__8,1/11/2018 17:00,1/6/2018 0:00,1/11/2018 17:00,205 Furrh St,,Marshall,TX,75672,LB: 8637,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Plumbing Repair"",""survey"":"""",""instructions"":"""",""options"":null}]",Garycarter,,,Plumbing Repair,$100.00 ,,,,
TX163236__9,1/11/2018 17:00,1/6/2018 0:00,1/11/2018 17:00,205 Furrh St,,Marshall,TX,75672,LB: 8637,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Emergency Allowable- removing all tack strips _6 rooms_"",""survey"":"""",""instructions"":"""",""options"":null}]",Garycarter,,,Emergency Repair/Service,$100.00 ,,,,
TX464131309__1,1/11/2018 19:00,,1/11/2018 19:00,5626 McCommas Boulevard,,Dallas,TX,75206,LB: 9249,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Initial Winterization"",""survey"":"""",""instructions"":"""",""options"":null}]",Filemonv,,,Initial Winterization,100,,,,
108-130811__1,1/11/2018 23:00,11/13/2017 0:00,1/11/2018 23:00,"559 County Road 1450,",,Chico,TX,76431,LB: 6802,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Debris Removal"",""survey"":"""",""instructions"":""Per the agent there are still clothes and debris throughout the interior. Please revisit the property to remedy the issues asap"",""options"":null},{""serviceName"":""Initial Trash Removal"",""survey"":"""",""instructions"":"""",""options"":null}]",AmberChairez,,,Initial Trash Removal,$250.00 ,,,,
108-130811__2,1/11/2018 23:00,,1/11/2018 23:00,"559 County Road 1450,",,Chico,TX,76431,LB: 6802,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Initial Exterior Maintenance"",""survey"":null,""instructions"":"""",""options"":null}]",AmberChairez,,,Initial Exterior Maintenance,$100.00 ,,,,
108-130811__6,1/11/2018 23:00,,1/11/2018 23:00,"559 County Road 1450,",,Chico,TX,76431,LB: 6802,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Exterior Window Clean Package"",""survey"":null,""instructions"":"""",""options"":null}]",AmberChairez,,,Exterior Window Clean Package,$75.00 ,,,,
108-134741,1/11/2018 23:00,,1/11/2018 23:00,"6423 22nd St,",,Lubbock,TX,79407,LB: 6411,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Initial Interior Maintenance"",""survey"":null,""instructions"":"""",""options"":null}]",rickieortiz,,,Initial Interior Maintenance,$180.00 ,,,,
108-134741__2,1/11/2018 23:00,,1/11/2018 23:00,"6423 22nd St,",,Lubbock,TX,79407,LB: 6411,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Initial Exterior Maintenance"",""survey"":null,""instructions"":"""",""options"":null}]",rickieortiz,,,Initial Exterior Maintenance,$100.00 ,,,,
108-134741__4,1/11/2018 23:00,,1/11/2018 23:00,"6423 22nd St,",,Lubbock,TX,79407,LB: 6411,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Special Start Up Package"",""survey"":null,""instructions"":"""",""options"":null}]",rickieortiz,,,Special Start Up Package,$75.00 ,,,,
108-134741__6,1/11/2018 23:00,,1/11/2018 23:00,"6423 22nd St,",,Lubbock,TX,79407,LB: 6411,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Exterior Window Clean Package"",""survey"":null,""instructions"":"""",""options"":null}]",rickieortiz,,,Exterior Window Clean Package,$75.00 ,,,,
108-134741__7,1/11/2018 23:00,,1/11/2018 23:00,"6423 22nd St,",,Lubbock,TX,79407,LB: 6411,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Roof and Gutter Package"",""survey"":null,""instructions"":"""",""options"":null}]",rickieortiz,,,Roof and Gutter Package,$85.00 ,,,,
108-134741__8,1/11/2018 23:00,,1/11/2018 23:00,"6423 22nd St,",,Lubbock,TX,79407,LB: 6411,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Padlock and Hasp"",""survey"":"""",""instructions"":""Please install a padlock and hasp on the garage side door per the agents request also cut off the lock at the shed and place a 4 digit combo lock and have code match the lock box at the back door\n\n1.15.2018 - per our conversation the agent is needing the outbuilding and the garage combo locked and hasp installed please."",""options"":null}]",rickieortiz,,,Padlock and Hasp,$40.00 ,,,,
112-175924,1/11/2018 23:00,,1/11/2018 23:00,"16031 Stonebriar Ct,",,Lindale,TX,75771,,Invoiced,,Fannie Mae,"[{""serviceName"":""Invoice and Complete Field Services Order"",""survey"":null,""instructions"":"""",""options"":null}]",gssbackup1,,,Invoice and Complete Field Services Order,$240.00 ,,,,
